OBJECT_NAME,MEAN_MOTION,NORAD_CAT_ID,SEMIMAJOR_AXIS,PERIOD,OBJECT_TYPE,RCS_SIZE,AVG_ALTITUDE,Clusters
IRIDIUM 33 DEB,14.83645243,34517,6995.978,97.058,DEBRIS,SMALL,625.978,0
COSMOS 1674,15.20429838,15944,6882.68,94.71,PAYLOAD,LARGE,512.68,0
SL-14 R/B,14.84083071,15945,6994.602,97.03,ROCKET BODY,LARGE,624.602,0
IRIDIUM 33 DEB,14.93582847,34490,6964.912,96.412,DEBRIS,SMALL,594.912,0
COSMOS 2251 DEB,14.79633978,34452,7008.617,97.321,DEBRIS,SMALL,638.617,0
IRIDIUM 33 DEB,14.91686112,34520,6970.815,96.535,DEBRIS,SMALL,600.815,0
COSMOS 2251 DEB,14.87058249,34447,6985.27,96.835,DEBRIS,SMALL,615.27,0
COSMOS 2251 DEB,14.74029237,34427,7026.372,97.691,DEBRIS,SMALL,656.372,0
COSMOS 2251 DEB,14.82915648,34426,6998.273,97.106,DEBRIS,SMALL,628.273,0
COSMOS 2251 DEB,14.73108378,34424,7029.299,97.752,DEBRIS,SMALL,659.299,0
COSMOS 2251 DEB,14.85316212,34411,6990.731,96.949,DEBRIS,SMALL,620.731,0
COSMOS 2251 DEB,14.87084237,34398,6985.188,96.834,DEBRIS,SMALL,615.188,0
COSMOS 2251 DEB,14.8525215,34397,6990.932,96.953,DEBRIS,SMALL,620.932,0
COSMOS 2251 DEB,14.89667932,34445,6977.109,96.666,DEBRIS,SMALL,607.109,0
COSMOS 2251 DEB,15.11781989,35058,6908.902,95.252,DEBRIS,SMALL,538.902,0
SL-14 R/B,14.83480294,15890,6996.497,97.069,ROCKET BODY,LARGE,626.497,0
IRIDIUM 33 DEB,14.78402182,34526,7012.509,97.402,DEBRIS,SMALL,642.509,0
COSMOS 2251 DEB,14.94748427,34747,6961.291,96.337,DEBRIS,SMALL,591.291,0
COSMOS 1633,15.32276369,15592,6847.159,93.978,PAYLOAD,LARGE,477.159,0
SL-14 R/B,14.84435393,15593,6993.496,97.007,ROCKET BODY,LARGE,623.496,0
COSMOS 2251 DEB,15.00131989,34745,6944.626,95.992,DEBRIS,SMALL,574.626,0
COSMOS 2251 DEB,15.08673774,34741,6918.389,95.448,DEBRIS,SMALL,548.389,0
COSMOS 2251 DEB,14.78875487,34739,7011.013,97.371,DEBRIS,SMALL,641.013,0
COSMOS 1666,15.1954388,15889,6885.355,94.765,PAYLOAD,LARGE,515.355,0
COSMOS 2251 DEB,14.7528845,34735,7022.373,97.608,DEBRIS,SMALL,652.373,0
IRIDIUM 33 DEB,14.97695259,34706,6952.156,96.148,DEBRIS,SMALL,582.156,0
IRIDIUM 33 DEB,14.73378649,34705,7028.44,97.735,DEBRIS,SMALL,658.44,0
COSMOS 2251 DEB,14.99708316,34687,6945.934,96.019,DEBRIS,SMALL,575.934,0
COSMOS 2251 DEB,14.96072875,34629,6957.182,96.252,DEBRIS,SMALL,587.182,0
COSMOS 2251 DEB,14.93896186,34616,6963.938,96.392,DEBRIS,SMALL,593.938,0
IRIDIUM 33 DEB,14.83248383,34535,6997.226,97.084,DEBRIS,SMALL,627.226,0
ATLAS 41E DEB,15.20708336,15616,6881.84,94.693,DEBRIS,SMALL,511.84,0
COSMOS 2251 DEB,14.82196572,36441,7000.536,97.153,DEBRIS,SMALL,630.536,0
