OBJECT_NAME,MEAN_MOTION,NORAD_CAT_ID,SEMIMAJOR_AXIS,PERIOD,OBJECT_TYPE,RCS_SIZE,AVG_ALTITUDE,Clusters
FENGYUN 1C DEB,14.78787604,30420,7011.291,97.377,DEBRIS,SMALL,641.291,0
FENGYUN 1C DEB,14.61759817,30418,7065.634,98.511,DEBRIS,SMALL,695.634,0
THORAD AGENA D DEB,14.78305204,42525,7012.816,97.409,DEBRIS,SMALL,642.816,0
SL-14 R/B,14.83539821,16720,6996.31,97.065,ROCKET BODY,LARGE,626.31,0
COSMOS 1758,15.0599609,16791,6926.587,95.618,PAYLOAD,LARGE,556.587,0
SL-14 R/B,14.83389022,16792,6996.784,97.075,ROCKET BODY,LARGE,626.784,0
SL-8 DEB,14.7655628,16867,7018.352,97.524,DEBRIS,SMALL,648.352,0
SL-14 R/B,14.83380491,16882,6996.811,97.076,ROCKET BODY,LARGE,626.811,0
SL-14 R/B,14.83213475,16987,6997.336,97.086,ROCKET BODY,LARGE,627.336,0
METEOR 2-5 DEB,14.65741064,36894,7052.834,98.244,DEBRIS,SMALL,682.834,0
METEOR 2-5 DEB,14.98589597,36902,6949.39,96.09,DEBRIS,SMALL,579.39,0
METEOR 2-5 DEB,15.03996842,36903,6932.724,95.745,DEBRIS,SMALL,562.724,0
FENGYUN 1C DEB,14.75365711,30373,7022.128,97.603,DEBRIS,SMALL,652.128,0
FENGYUN 1C DEB,14.63228926,30372,7060.904,98.412,DEBRIS,SMALL,690.904,0
FENGYUN 1C DEB,14.97844669,30429,6951.694,96.138,DEBRIS,SMALL,581.694,0
STUDSAT,14.88724414,36796,6980.057,96.727,PAYLOAD,MEDIUM,610.057,0
SPOT 1,14.65485309,16613,7053.655,98.261,PAYLOAD,LARGE,683.655,0
SL-14 R/B,14.84413251,16612,6993.565,97.008,ROCKET BODY,LARGE,623.565,0
FENGYUN 1C DEB,14.84550925,30484,6993.133,96.999,DEBRIS,SMALL,623.133,0
FENGYUN 1C DEB,14.63065804,36712,7061.429,98.423,DEBRIS,SMALL,691.429,0
FENGYUN 1C DEB,14.71994927,36713,7032.844,97.826,DEBRIS,SMALL,662.844,0
FENGYUN 1C DEB,14.88088741,30478,6982.045,96.768,DEBRIS,SMALL,612.045,0
